0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
110.74,111.14,114.29,114.23,114.22,115.67,114.36,116.0,114.71,116.53,117.83,114.15,116.03,116.66,116.06,117.83,119.89,122.01,121.67,122.23,124.21,125.46,125.88,126.81,127.7,128.26,130.16,132.55,132.4,137.57,143.78,144.77,148.08,153.56,157.39,162.68,166.24,172.94,182.84,185.49
108.15,108.64,110.68,113.12,114.43,112.4,115.41,116.99,117.06,117.64,117.2,118.06,120.78,120.16,122.46,124.24,127.04,129.08,130.69,132.11,134.38,135.32,138.1,140.6,142.52,145.97,151.31,160.09,163.66,176.0,191.07,205.04,221.89,241.11,257.72,268.35,269.4,275.15,274.35,271.87
93.84,96.1,98.38,99.06,100.8,99.19,100.27,105.14,102.69,104.02,101.76,102.21,102.48,99.07,103.79,104.43,108.44,108.93,109.35,109.77,111.52,112.37,112.81,116.56,114.57,118.25,118.13,119.66,124.86,125.09,126.96,128.15,133.41,139.73,144.99,149.49,150.43,159.96,164.32,165.79
106.96,107.78,108.84,110.41,112.16,112.96,115.3,116.76,117.75,120.25,121.96,123.51,125.85,127.7,129.38,131.08,134.58,136.62,137.81,139.56,140.16,141.35,143.47,144.51,145.15,145.93,146.53,147.1,147.96,148.94,149.55,151.01,151.73,153.33,154.99,155.83,156.93,158.05,159.11,160.25
111.03,112.34,113.03,114.27,118.05,118.39,121.62,122.01,122.92,124.22,127.42,126.24,127.54,130.39,130.18,133.09,135.47,138.3,138.46,140.95,142.78,144.66,144.6,148.73,148.66,149.93,152.25,155.6,158.71,161.04,160.07,163.91,166.25,169.76,170.39,174.81,174.92,178.91,177.95,179.49
117.24,117.98,116.08,118.47,120.44,121.76,120.48,123.61,126.17,129.15,127.7,122.39,124.96,126.14,130.19,130.02,132.07,133.69,135.34,135.84,136.58,139.08,140.02,142.06,142.24,142.5,143.55,144.9,145.31,148.33,147.66,155.09,152.02,158.62,158.02,159.53,161.93,160.98,164.18,160.26
113.23,114.88,117.92,119.01,119.32,121.63,123.57,123.91,123.42,126.32,127.24,128.31,127.1,129.37,129.72,131.9,136.39,137.03,137.89,138.07,137.76,138.32,141.4,142.68,144.99,145.54,147.57,149.22,150.04,153.07,157.39,158.7,167.45,175.04,185.45,197.46,205.18,210.16,217.27,217.39
111.13,113.25,114.88,115.66,116.36,118.55,119.89,121.06,122.4,124.57,127.0,127.81,128.77,129.93,132.04,132.81,135.65,136.95,138.57,140.18,141.16,141.81,143.74,145.06,145.65,147.22,148.75,150.64,151.07,153.64,155.98,157.62,159.4,160.89,163.64,164.9,163.21,166.04,166.03,168.52
107.52,107.78,109.56,110.45,111.49,111.99,113.19,114.5,115.37,115.08,114.43,115.47,116.01,117.34,118.11,119.12,121.64,122.78,123.23,124.07,125.06,125.57,126.4,126.95,127.46,128.46,129.24,130.83,131.72,132.08,133.54,135.14,136.94,137.01,138.35,138.54,137.7,138.66,137.89,138.96
109.26,109.26,109.01,111.83,114.58,115.03,117.67,120.36,119.03,121.15,120.91,120.59,122.83,123.52,123.76,124.85,128.61,128.51,129.32,129.66,130.68,130.31,132.44,134.23,134.07,136.05,136.52,136.62,138.68,137.78,138.52,140.91,139.96,144.79,146.7,145.07,146.29,148.92,150.75,153.29
107.32,106.69,109.84,111.24,110.57,110.54,112.98,114.07,114.14,118.19,114.94,117.5,117.66,119.04,121.06,121.81,122.88,124.73,125.88,126.78,128.14,128.71,129.96,130.84,131.09,131.5,132.87,134.02,135.71,136.05,137.56,138.35,138.98,143.22,142.93,146.17,145.01,145.87,148.16,147.62
105.88,104.94,107.11,108.18,110.73,109.81,111.58,112.93,113.28,115.03,115.76,115.73,117.63,119.85,123.26,125.54,128.52,131.13,134.6,137.86,139.3,143.41,147.31,150.91,153.99,158.11,162.3,170.39,176.22,184.34,196.88,205.64,216.28,234.43,252.52,267.88,276.5,285.56,286.78,286.07
112.08,113.62,115.53,117.39,119.0,120.76,123.53,125.13,127.89,132.91,138.5,141.38,147.29,152.06,156.57,160.6,164.87,168.62,171.96,173.19,175.16,177.21,179.3,180.22,180.63,181.26,181.77,184.16,185.4,186.08,188.31,189.94,191.63,193.25,195.34,197.0,196.02,196.15,195.91,196.79
109.32,110.51,112.05,112.92,114.58,116.13,117.11,118.9,119.73,121.81,121.94,123.61,124.72,126.32,128.03,129.0,132.25,133.52,134.33,136.15,137.65,138.52,140.2,141.5,142.94,143.73,145.67,148.63,149.32,151.3,153.14,155.06,157.24,159.19,162.28,162.83,162.21,163.21,164.08,165.23
118.32,121.49,124.04,125.82,127.8,130.5,133.39,135.26,137.95,141.73,145.59,147.6,150.79,153.39,156.27,158.91,161.7,164.0,166.76,168.23,170.34,172.24,174.0,174.94,176.28,177.63,178.75,180.97,182.01,182.79,184.29,185.34,186.83,187.23,187.66,186.19,186.43,181.95,178.8,179.22
109.1,111.85,112.27,112.41,115.86,115.82,115.78,119.14,119.71,117.5,116.11,115.43,116.77,117.72,117.57,121.72,124.93,123.95,126.33,127.06,125.3,126.31,127.07,129.74,129.27,131.92,134.71,133.24,133.19,136.37,138.67,139.32,143.48,145.26,150.98,151.62,159.09,160.29,159.57,165.47
107.09,108.57,105.96,109.24,110.66,108.93,110.33,111.19,112.72,110.58,111.81,113.35,111.44,113.31,113.57,115.35,117.89,120.82,121.28,123.56,124.86,127.33,128.58,130.49,132.17,133.08,135.1,140.39,143.96,146.52,156.63,162.15,167.37,178.74,184.52,188.93,191.99,198.86,203.13,207.72
108.38,107.25,109.07,109.79,111.34,112.52,113.55,114.86,116.3,115.96,117.37,118.48,116.69,120.32,120.09,122.92,125.85,126.61,128.49,130.0,130.05,131.25,133.38,134.36,135.4,136.76,137.38,139.74,141.05,142.24,144.27,146.56,149.07,148.06,152.44,153.41,154.7,154.43,157.51,157.49
115.23,112.7,116.6,118.7,120.54,121.91,124.54,124.89,126.75,128.59,131.53,132.95,138.09,139.39,142.98,146.67,149.37,152.79,156.21,158.82,162.14,166.4,170.16,173.37,176.4,178.68,184.93,192.01,194.47,198.08,206.83,207.46,211.89,217.79,222.27,225.22,228.62,226.02,227.0,229.42
109.17,110.89,112.1,113.41,115.18,115.18,117.25,118.13,119.34,121.18,122.48,122.79,123.5,126.2,127.14,129.07,131.47,132.71,134.51,135.23,136.19,137.7,138.93,139.61,140.17,141.34,142.11,143.1,145.38,146.61,147.34,149.75,151.93,152.97,155.05,157.24,158.91,161.25,162.13,166.38
111.69,113.68,110.42,111.11,115.05,119.29,117.17,115.83,119.69,113.82,118.34,114.7,118.99,124.8,121.95,120.94,127.1,128.93,124.71,130.98,135.08,135.26,136.03,138.32,141.81,143.12,149.22,152.49,151.11,158.58,169.13,171.78,174.72,180.35,189.96,190.48,201.31,200.21,206.24,202.97
113.72,115.33,118.2,119.55,119.01,121.55,125.0,124.68,126.31,128.49,131.99,132.47,137.42,140.51,140.65,142.7,144.83,146.25,148.88,150.15,152.22,153.61,154.87,155.51,157.14,158.6,160.35,166.01,166.45,168.43,173.88,174.37,177.0,180.76,184.32,184.25,185.49,185.72,184.75,187.19
102.29,99.84,105.58,102.75,106.52,104.87,106.77,107.37,107.42,108.66,107.83,110.72,112.32,113.66,116.04,115.27,118.03,121.55,124.3,124.97,127.66,128.0,131.92,133.73,134.65,139.22,142.82,148.3,151.32,160.61,171.73,183.55,199.92,213.72,225.27,233.67,245.41,245.77,250.44,251.83
105.93,106.62,107.96,108.69,109.77,110.02,111.18,111.63,112.36,113.86,114.78,116.12,118.88,120.04,122.16,123.36,124.91,126.86,129.02,130.3,132.25,134.84,136.3,137.64,139.24,140.76,142.36,146.74,148.73,151.89,156.6,158.51,162.03,165.35,168.97,171.95,174.06,175.55,176.25,177.88
113.4,112.65,109.74,112.71,113.85,118.18,120.02,118.2,120.22,121.42,122.27,122.2,123.47,124.19,124.78,126.23,130.32,130.9,132.58,134.09,135.79,135.38,138.2,139.14,140.87,143.0,142.81,143.99,147.09,149.32,151.19,155.37,155.83,157.09,162.62,162.03,166.49,169.26,171.34,172.78
111.87,112.23,113.69,116.01,116.79,117.97,119.3,120.11,121.71,121.82,123.43,122.76,123.84,125.5,126.69,128.29,130.49,131.96,132.92,133.66,134.63,133.8,135.82,136.28,138.0,138.31,139.36,141.77,140.93,140.13,142.74,146.28,146.15,146.02,149.7,151.65,150.1,154.37,152.56,153.47
98.29,101.55,103.31,102.34,103.71,104.62,104.71,104.09,106.49,105.62,107.47,104.87,108.86,112.84,112.11,110.29,117.19,115.05,121.5,117.1,118.8,118.65,119.67,123.7,124.02,121.93,125.54,124.91,126.67,129.46,134.29,132.72,131.24,136.34,132.66,135.46,138.96,147.35,140.85,144.98
101.61,100.51,100.19,101.74,103.88,101.83,102.47,103.97,106.07,104.67,105.29,103.99,104.12,105.57,105.62,106.43,109.15,109.78,110.74,112.29,111.15,112.66,113.54,116.36,117.72,118.6,119.25,121.05,123.16,123.85,125.84,127.07,130.3,133.92,138.83,143.15,149.52,155.03,160.49,164.21
112.27,110.53,109.88,113.68,113.84,116.4,113.65,120.27,122.67,116.69,119.04,118.75,113.64,115.66,117.99,116.34,119.13,122.25,125.95,126.74,123.6,125.98,127.51,130.5,132.22,132.07,133.66,133.82,139.14,132.21,136.29,138.61,133.25,140.86,144.33,146.41,151.9,153.17,151.91,160.57
104.72,106.27,107.47,108.0,108.79,110.98,109.97,112.01,113.11,113.03,112.81,112.95,113.08,114.31,114.25,118.25,118.88,120.85,121.87,122.49,122.29,124.43,124.47,126.33,126.45,128.02,129.29,130.43,131.34,132.71,134.42,134.69,137.96,138.61,138.55,138.99,140.29,141.25,142.85,142.83
113.25,114.84,115.87,116.79,118.56,119.2,120.03,120.56,121.33,122.54,123.14,122.98,123.23,124.32,124.99,125.69,128.83,129.66,130.61,130.95,131.81,132.01,133.78,134.21,135.93,137.18,138.95,143.05,144.42,148.9,157.12,159.89,165.59,174.85,184.68,192.84,199.36,205.76,212.28,214.67
111.56,114.1,115.44,116.56,118.04,119.11,122.0,122.54,125.06,126.23,126.62,127.11,128.76,128.77,130.61,132.02,134.22,135.01,136.04,137.09,137.79,138.28,139.91,141.03,142.75,143.24,144.89,146.53,148.21,148.02,149.37,152.18,152.64,153.2,154.96,154.67,155.67,156.39,157.18,159.09
108.21,109.55,109.43,112.77,110.54,113.26,113.6,114.76,113.15,116.28,114.33,113.43,114.35,115.78,119.62,116.88,118.16,119.36,123.1,121.14,122.81,126.16,127.32,127.73,127.72,127.65,132.89,138.5,137.97,140.19,148.66,148.55,150.48,158.04,159.69,160.7,163.76,167.51,170.79,171.63
105.2,106.27,107.84,110.26,112.38,113.1,114.04,115.62,116.09,116.2,117.12,117.01,115.13,119.9,121.26,121.63,125.33,126.56,127.85,128.77,130.61,131.82,135.06,137.25,138.51,140.31,142.73,146.76,148.42,150.63,155.8,158.1,159.03,164.65,166.32,167.18,167.09,170.49,170.54,172.3
113.59,116.0,115.98,116.62,118.9,118.73,119.04,120.52,122.05,121.55,122.65,126.16,126.71,126.53,125.83,128.39,130.46,132.01,133.68,134.61,134.92,139.74,141.47,142.52,144.66,147.05,149.31,155.25,155.11,160.97,166.08,171.66,176.91,186.75,189.49,196.56,202.08,207.47,209.39,216.12
104.78,106.1,107.1,107.49,109.02,107.64,109.52,110.02,109.7,111.45,109.93,109.02,110.12,110.7,111.59,112.59,115.23,116.5,116.68,117.57,118.16,118.22,119.66,120.27,121.31,121.04,121.5,122.24,124.15,125.14,124.75,127.91,128.87,130.94,132.39,135.82,135.53,140.26,141.35,143.98
107.05,107.82,108.11,109.73,110.41,110.29,111.32,112.68,113.13,113.2,113.79,113.51,115.07,116.15,117.15,118.84,122.16,122.9,124.33,125.69,126.32,127.66,129.8,131.62,133.12,134.62,136.42,140.05,142.88,146.9,151.18,155.29,157.33,163.08,168.07,171.16,174.1,175.7,177.93,179.36
112.54,111.0,111.64,114.25,114.75,115.94,115.65,118.27,116.77,117.62,118.05,118.61,122.56,121.93,122.99,125.17,126.33,129.34,130.98,132.65,135.53,137.99,139.49,141.47,142.91,145.14,148.24,155.0,156.25,165.29,174.06,179.63,188.09,200.93,217.04,232.3,244.48,252.67,253.94,259.45
117.37,118.7,121.4,123.2,124.47,125.65,128.36,129.12,131.11,132.21,133.7,134.58,138.44,139.6,142.23,143.79,146.49,148.97,149.4,151.28,152.84,154.39,156.22,156.68,157.75,159.26,159.82,162.49,163.11,163.5,165.91,168.27,170.18,170.46,172.64,172.58,169.5,166.85,166.27,165.63
107.34,109.28,109.45,112.47,113.93,114.77,116.41,117.67,118.83,119.98,120.29,122.44,121.23,122.38,124.72,125.16,129.65,130.16,132.14,131.99,132.78,134.76,136.6,138.04,138.19,139.73,140.61,142.04,144.35,143.85,147.34,146.62,149.52,151.47,153.6,153.28,154.11,158.27,157.69,162.24
107.69,104.45,108.46,107.8,109.47,109.24,110.75,112.7,112.83,111.36,112.86,113.8,109.39,111.71,111.91,113.08,116.0,117.16,117.53,118.81,119.84,117.44,119.0,121.46,122.25,123.24,124.24,122.55,124.04,125.19,127.74,129.26,127.88,129.69,132.36,134.87,136.68,139.6,141.29,143.13
111.85,114.49,115.42,116.67,117.2,118.51,119.59,119.67,122.39,122.44,124.15,121.61,127.29,126.42,128.92,131.08,132.62,133.69,134.28,134.68,136.9,138.53,139.76,140.92,141.58,142.99,143.7,147.68,148.13,149.94,150.61,155.94,155.18,157.03,160.56,160.42,165.61,163.33,161.72,162.81
111.02,112.13,113.51,115.43,117.11,118.11,119.72,120.62,122.75,124.89,128.31,131.0,136.0,138.01,141.35,144.84,148.0,151.65,155.33,156.38,158.93,161.17,163.78,164.74,164.75,166.05,166.86,170.1,169.18,172.1,174.15,174.69,176.64,178.06,180.45,179.96,181.23,179.29,180.85,181.08
105.23,105.32,105.82,107.98,109.95,109.93,110.19,112.15,112.47,113.05,114.47,116.48,119.18,121.68,125.2,128.2,132.1,136.93,141.5,146.48,150.23,156.31,161.5,166.54,170.53,176.06,180.74,191.11,197.54,206.69,223.65,233.28,246.02,267.04,286.27,303.29,316.41,321.65,325.19,325.17
108.11,111.29,112.51,112.56,113.34,114.28,115.47,118.33,116.74,117.53,119.35,119.2,118.1,120.62,120.64,122.72,126.36,127.17,128.17,129.88,129.13,130.9,132.1,132.95,134.35,135.05,136.8,136.42,139.75,140.17,140.61,143.84,145.23,146.58,148.14,149.61,152.57,155.29,156.78,158.13
107.41,108.43,109.88,111.17,111.75,112.87,114.35,114.78,115.67,116.32,117.0,118.01,119.0,119.15,120.19,121.2,124.29,124.66,125.33,126.82,127.86,127.77,129.1,129.51,130.37,131.01,131.32,130.92,132.03,132.51,133.49,135.34,134.71,136.66,137.92,138.56,137.83,137.34,136.8,138.92
106.17,106.7,107.88,109.25,110.39,111.51,112.98,113.85,114.53,116.67,118.56,119.33,121.29,122.74,124.31,126.08,128.59,130.49,131.81,133.41,133.57,135.15,137.08,138.18,139.03,140.29,141.18,141.56,141.5,143.3,143.84,145.26,145.95,147.22,149.47,149.69,151.06,151.93,153.72,155.62
101.95,101.75,101.8,103.09,104.19,104.23,104.89,105.93,107.12,108.09,110.57,111.56,114.64,116.8,119.46,121.51,124.88,128.29,133.03,135.71,140.25,146.26,151.38,154.42,157.53,160.68,165.76,175.8,179.16,188.28,204.71,209.87,218.83,233.77,244.81,252.93,257.53,261.82,262.27,263.0
101.34,100.12,101.09,103.46,104.33,103.51,104.43,105.67,105.91,105.71,105.06,105.54,107.98,108.83,109.92,111.77,115.11,117.81,120.68,123.3,126.43,132.23,138.06,143.36,148.13,154.35,162.29,173.76,181.32,192.76,209.11,219.55,231.17,246.44,259.96,273.32,281.66,284.27,284.64,283.73
110.53,116.12,115.9,119.66,122.04,123.85,124.99,127.14,125.06,124.4,122.73,126.35,127.77,125.82,127.81,130.59,133.28,135.79,134.8,138.9,138.25,139.96,142.52,145.29,145.81,147.67,150.55,152.43,151.61,151.8,153.48,158.23,156.09,162.09,163.26,169.17,168.08,167.96,168.49,176.55
109.74,108.95,110.21,110.08,112.27,114.57,113.63,114.47,114.59,117.9,116.54,120.61,118.56,121.89,122.6,122.83,129.59,130.22,133.05,135.34,137.13,139.75,142.29,144.91,146.44,150.13,152.72,159.01,162.91,170.39,180.31,183.46,190.71,200.95,211.94,222.76,228.57,239.47,242.27,247.82
112.18,113.35,115.69,118.31,120.45,121.18,123.06,125.01,127.03,128.61,129.24,132.56,133.37,136.23,139.43,141.87,146.59,146.84,148.75,150.73,151.94,153.36,155.86,158.1,157.78,159.98,160.82,162.36,164.58,164.5,168.42,172.84,173.88,174.1,177.51,184.65,184.89,185.42,187.19,193.19
108.73,108.9,110.63,111.66,113.02,113.43,114.1,115.3,116.22,116.28,116.13,116.25,116.55,118.09,119.88,120.29,122.91,124.0,124.87,126.34,127.22,127.42,129.12,130.15,131.35,132.07,132.6,134.87,135.47,136.5,138.99,140.69,142.92,144.62,147.53,149.14,150.1,152.24,153.28,155.03
108.38,108.77,110.41,109.07,112.57,113.24,114.08,113.26,116.75,114.18,116.51,118.0,118.53,119.15,119.52,121.87,123.36,126.93,125.47,127.68,129.81,131.18,132.28,135.03,135.04,137.06,139.87,144.75,146.61,152.97,158.06,166.38,170.41,182.81,190.01,197.23,202.65,206.37,210.85,213.82
95.22,99.8,93.86,99.04,105.49,101.57,102.43,101.48,101.91,101.98,101.37,105.74,103.02,104.64,105.74,108.95,108.42,112.68,115.97,114.03,118.65,119.16,123.91,125.35,124.78,129.63,132.83,139.78,142.48,146.18,151.4,159.86,164.17,172.16,178.73,184.89,192.35,192.15,194.84,198.89
108.2,108.65,109.3,113.57,112.94,115.31,115.31,115.13,116.44,117.77,116.83,119.1,117.59,121.12,123.69,124.8,125.98,125.55,128.32,127.48,128.34,129.88,130.71,130.5,132.55,132.75,134.33,138.06,137.31,135.6,140.84,140.01,142.14,143.14,147.97,144.18,152.3,149.04,151.79,153.32
102.79,103.55,104.56,111.7,112.43,111.55,114.93,112.82,113.19,113.44,114.17,111.41,112.89,112.51,115.74,115.22,116.39,118.36,119.09,120.2,121.99,121.6,124.82,125.28,125.8,128.07,130.74,132.82,134.74,136.45,144.46,145.6,148.09,151.73,157.17,159.69,162.01,163.54,166.81,164.37
112.56,111.36,113.84,113.13,112.18,113.29,116.9,116.07,117.03,117.32,118.11,118.84,119.34,118.3,121.08,122.1,122.84,124.05,124.72,125.2,127.04,127.24,128.04,129.05,129.03,129.38,131.87,133.49,132.9,136.16,138.78,138.4,140.34,146.74,145.42,144.8,152.39,148.2,149.92,153.95
112.71,114.72,115.5,116.28,119.99,121.2,121.9,124.54,126.2,127.9,128.57,128.88,132.17,132.21,135.14,136.3,140.44,141.74,143.45,145.52,147.58,149.96,153.29,155.23,157.13,158.41,160.82,165.12,167.38,170.61,176.88,179.69,182.9,188.12,193.93,200.37,201.87,213.1,219.88,227.68
112.84,115.01,116.36,118.06,119.03,121.01,122.41,122.89,125.35,127.86,128.94,130.58,133.08,135.06,136.81,138.33,140.71,141.94,143.77,145.03,146.36,148.1,149.44,150.44,151.61,152.34,153.93,156.3,157.18,158.53,160.35,162.44,164.06,164.83,166.92,166.17,164.94,162.67,162.53,164.03
109.83,110.78,110.26,113.76,115.98,115.38,116.13,117.25,120.15,120.32,118.85,118.42,123.48,123.73,125.74,126.97,132.91,133.09,136.65,137.18,140.22,144.64,147.04,149.87,153.02,156.67,165.11,173.86,177.52,187.72,204.3,214.95,225.69,235.82,252.97,263.24,268.52,268.49,268.66,273.57
110.65,110.72,113.07,114.62,117.19,115.91,116.8,119.9,115.71,118.48,119.59,118.87,117.88,119.57,123.46,124.98,126.16,127.36,127.72,128.16,129.68,131.34,131.81,132.51,133.5,135.29,138.18,138.03,143.23,140.21,144.24,146.29,150.84,156.24,157.48,160.44,163.92,167.17,174.59,174.45
113.58,115.57,118.09,120.56,121.73,123.24,125.26,126.63,128.76,130.5,132.55,133.56,136.21,138.83,143.05,145.87,150.17,153.09,156.8,159.32,161.64,164.04,167.14,167.65,168.22,169.7,170.94,170.71,171.54,173.32,173.12,175.99,178.01,177.3,179.84,178.66,181.19,176.09,174.7,176.27
111.95,112.93,115.21,116.07,116.93,117.89,119.04,119.82,121.49,122.86,123.33,124.2,127.71,127.55,129.49,131.5,133.12,134.68,136.16,137.29,139.31,140.68,141.83,142.74,144.41,144.99,146.7,149.96,151.15,153.13,156.84,158.68,160.1,161.04,162.24,163.9,165.04,162.81,162.54,165.26
109.81,109.74,111.24,113.11,113.88,114.87,116.0,117.24,117.93,119.43,120.87,120.7,122.31,123.3,124.55,125.92,127.78,129.24,130.53,130.66,131.93,132.37,133.62,134.39,135.23,136.03,136.1,138.24,139.27,139.18,140.15,141.32,143.16,143.34,146.04,147.38,148.28,147.2,149.72,150.87
106.15,106.75,108.97,109.14,111.81,112.77,112.67,114.65,116.19,118.27,118.68,118.44,119.91,120.9,122.34,122.6,124.72,127.4,127.97,128.52,129.29,128.95,130.63,132.55,132.55,133.28,135.06,134.66,137.63,138.02,139.21,140.42,142.0,144.49,146.48,149.04,148.19,152.08,151.83,152.14
108.63,110.4,112.22,113.44,115.54,116.1,118.23,118.96,120.94,121.96,122.56,124.34,124.04,126.11,127.06,129.23,131.22,132.99,133.67,136.04,136.2,136.73,138.86,139.8,140.75,141.79,142.08,143.45,143.0,143.48,144.66,146.43,147.42,149.39,152.34,152.97,154.01,155.35,157.18,160.11
109.05,111.32,112.53,114.95,114.25,118.04,119.5,120.37,122.44,124.66,125.7,126.81,128.36,130.12,132.23,132.74,135.49,137.41,138.36,139.35,139.47,139.26,141.22,142.65,144.3,145.14,146.32,147.68,149.21,150.74,152.78,157.26,158.07,162.94,166.73,180.08,184.4,194.56,200.96,206.62
107.91,108.56,109.36,109.48,111.21,111.14,111.2,113.58,113.47,114.97,113.58,115.9,113.15,117.53,119.11,120.28,122.44,124.32,126.12,127.26,130.38,133.19,135.18,139.02,140.58,142.97,146.7,155.24,159.03,165.97,178.31,185.07,192.33,206.63,217.63,227.79,234.77,236.16,240.19,240.32
110.81,109.59,110.77,115.63,118.3,118.11,124.51,122.85,121.27,125.57,124.77,124.92,127.42,125.2,131.44,131.73,134.32,137.28,136.83,138.35,138.72,139.8,142.08,144.27,147.04,146.65,148.31,149.67,151.79,150.94,154.57,154.08,156.76,162.98,166.71,175.98,185.7,192.64,202.8,202.82
101.04,100.81,103.86,102.54,104.61,103.53,103.91,103.79,106.84,103.95,103.48,103.26,103.53,104.16,105.52,108.31,110.02,111.68,111.49,115.41,115.71,117.51,119.25,123.23,124.97,127.91,132.62,140.76,147.41,157.79,172.43,180.44,191.99,204.32,216.68,230.74,233.66,238.65,238.96,239.73
106.82,107.45,108.62,109.53,111.18,110.72,112.21,113.54,113.55,113.35,112.64,113.59,114.69,114.38,115.74,116.45,119.23,120.46,120.25,122.48,123.01,123.82,126.13,126.82,128.2,129.95,131.22,134.37,135.06,138.28,141.26,143.59,145.33,149.47,153.8,157.82,159.01,161.48,166.24,168.09
106.72,107.19,105.68,108.38,110.04,110.47,111.77,113.05,112.68,114.14,114.19,114.07,116.82,116.7,117.82,118.31,121.79,123.75,124.42,124.4,126.02,126.9,129.5,130.87,132.03,133.57,135.98,139.96,140.19,146.64,154.86,157.73,165.73,171.61,182.55,188.98,193.11,197.1,203.26,206.23
101.37,101.51,103.27,103.66,106.39,105.92,107.64,108.59,109.91,110.53,112.85,114.44,115.59,118.92,120.78,122.25,125.07,127.3,130.12,132.13,134.48,137.74,141.59,144.0,145.56,147.89,151.05,156.11,158.7,163.24,170.13,174.17,177.58,182.38,187.2,190.63,192.06,193.88,194.69,195.67
110.3,110.4,114.87,114.72,116.74,117.53,120.96,120.0,123.3,126.3,126.74,125.07,126.59,128.15,129.24,130.9,134.67,134.41,135.44,137.92,137.99,138.05,141.27,141.89,143.62,144.01,144.67,144.39,147.61,149.11,148.55,153.76,150.04,155.91,158.34,163.13,169.79,174.41,177.24,185.65
110.4,110.36,114.26,115.19,116.67,118.45,119.87,121.64,123.12,123.87,125.03,125.99,128.13,129.62,131.28,132.15,137.05,138.54,139.94,140.54,141.37,141.62,143.58,144.82,145.44,146.69,147.14,146.56,148.82,147.47,147.38,149.69,150.38,151.02,154.17,156.35,155.89,158.04,159.72,162.8
115.87,115.12,116.76,118.41,119.44,122.37,124.32,127.41,127.91,132.51,134.02,137.67,140.03,141.89,146.25,149.95,155.55,157.06,157.6,160.11,161.91,161.71,165.92,167.95,169.23,170.51,172.12,175.65,179.02,184.53,186.85,197.71,201.11,205.21,215.46,225.22,230.54,242.39,246.06,244.59
104.79,100.79,105.72,106.2,111.19,110.92,111.79,112.25,116.2,112.01,109.26,114.75,115.97,114.1,117.86,119.33,122.27,124.82,130.41,130.0,133.01,131.5,138.2,140.98,142.11,143.18,147.12,153.14,159.01,164.87,175.8,183.48,193.62,208.79,225.45,232.86,247.19,253.86,253.58,255.45
107.74,112.92,112.62,117.75,115.22,115.41,116.97,116.66,116.44,118.84,118.4,117.6,117.26,121.89,121.41,120.9,126.61,126.2,129.57,130.11,130.68,129.21,133.24,134.38,136.68,137.35,137.94,140.38,143.1,144.75,146.34,151.1,152.63,152.62,162.2,166.31,166.07,169.17,172.75,175.99
113.43,114.95,115.24,117.81,120.58,122.13,124.94,125.83,127.46,127.46,129.33,131.99,131.79,132.06,133.75,137.38,137.91,139.72,142.92,143.6,144.73,145.39,148.3,149.62,151.5,153.39,154.38,158.07,159.26,161.94,163.43,164.85,169.89,171.25,173.33,178.37,182.22,186.86,191.58,195.94
104.61,106.15,107.16,108.24,110.77,111.92,113.93,115.46,116.89,119.74,122.7,124.88,126.58,128.56,130.3,131.25,135.5,136.95,138.69,140.07,140.83,142.57,144.38,146.39,147.41,148.37,149.24,150.76,152.3,153.76,155.66,156.79,158.94,160.46,162.49,165.46,167.72,170.28,172.58,174.1
107.36,108.47,108.09,110.22,111.64,113.27,113.78,115.26,114.45,114.84,116.27,115.44,115.31,118.3,118.77,120.09,122.85,123.7,124.37,125.48,126.51,128.11,129.89,130.58,131.47,132.67,134.48,134.09,136.6,138.0,138.71,142.03,143.04,146.03,148.18,148.47,152.24,152.12,153.12,154.44
105.06,106.52,107.07,108.44,109.83,111.0,112.24,113.24,113.53,112.94,114.24,113.76,114.87,115.73,116.37,117.94,120.34,120.88,122.27,122.97,124.03,124.13,126.1,127.17,128.56,129.4,129.87,130.54,131.54,131.41,133.86,134.52,136.94,138.72,141.89,144.25,147.22,150.83,153.27,155.98
105.91,107.05,108.06,110.05,111.32,112.51,111.86,114.14,114.38,115.47,115.28,114.67,114.78,116.39,115.51,117.78,121.68,122.94,123.44,124.2,125.01,124.05,126.55,128.45,128.71,131.01,131.29,132.42,133.81,136.68,141.1,142.57,142.19,147.81,153.57,155.92,158.67,164.17,168.08,171.61
109.05,110.05,111.35,113.07,114.39,114.75,116.25,117.44,118.36,118.73,118.97,120.28,120.82,122.05,123.48,125.03,127.49,128.72,129.82,131.06,131.99,132.79,134.16,134.95,135.85,136.32,137.09,137.76,138.68,138.66,140.06,141.21,142.24,143.33,145.51,145.1,145.16,143.6,144.42,145.53
105.82,105.47,107.02,107.66,108.6,109.71,109.75,110.46,111.18,113.66,112.97,114.61,116.46,117.23,118.94,119.0,121.61,123.0,123.6,125.22,125.45,127.34,129.22,129.96,130.82,132.2,133.33,136.4,136.82,139.58,143.15,143.96,146.41,148.58,150.47,150.55,150.47,152.74,153.68,154.0
108.31,103.82,106.19,107.96,108.58,107.77,107.93,109.46,110.64,109.4,109.82,110.31,111.53,112.58,112.36,114.01,116.67,119.21,121.72,122.09,122.66,125.11,127.1,128.62,129.1,132.38,136.15,144.89,141.38,151.15,151.73,153.19,153.42,168.31,170.83,175.95,173.67,181.22,185.77,181.53
